,dt,f1,f5,f2,f4,agg,f3,cd_f1,cd_f5,cd_f2,cd_f4,cd_agg,cd_f3,Size,cd_coper,sz_anal,cd_anal,sz_dist,cd_dist,sz_logg,cd_logg
203,20220703,1566,2398,1080,398,,26521,2773932,3149212,1499002,511976,,29862578,2720574,40605,2233548,42,3406762,-75,1894680,212
204,20220704,1893,2857,1187,421,,47173,2775825,3152069,1500189,512397,,29909751,2720063,-511,2233934,386,3431371,24609,1872211,-22469
205,20220705,1989,3084,1233,435,,26472,2777814,3155153,1501422,512832,,29936223,2686020,-34043,2234522,588,3448744,17373,1852724,-19487
206,20220706,1764,2551,1069,413,,25986,2779578,3157704,1502491,513245,,29962209,2687026,1006,2236598,2076,3451576,2832,1831738,-20986
207,20220707,754,1006,504,113,,14897,2780332,3158710,1502995,513358,,29977106,2690411,3385,2237522,924,3450932,-644,1810578,-21160
208,20220708,732,842,494,99,,4355,2781064,3159552,1503489,513457,,29981461,2691488,1077,2238261,739,3425860,-25072,1757193,-53385
209,20220709,2128,3214,1234,418,,26344,2783192,3162766,1504723,513875,,30007805,2698467,6979,2240520,2259,3401680,-24180,1796590,39397
210,20220710,2314,3299,1244,439,,32199,2785506,3166065,1505967,514314,,30040004,2700834,2367,2240736,216,3399754,-1926,1796694,104
211,20220711,1997,2984,1230,442,,22847,2787503,3169049,1507197,514756,,30062851,2699865,-969,2243049,2313,3420531,20777,1787690,-9004
212,20220712,2292,3482,1295,491,,29434,2789795,3172531,1508492,515247,,30092285,2706203,6338,2244798,1749,3445501,24970,1773255,-14435
213,20220713,2009,2932,1128,427,,24726,2791804,3175463,1509620,515674,,30117011,2706943,740,2246519,1721,3450402,4901,1758236,-15019
214,20220714,655,976,510,116,,11187,2792459,3176439,1510130,515790,,30128198,2706522,-421,2251333,4814,3446945,-3457,1739512,-18724
215,20220715,677,973,486,107,,9595,2793136,3177412,1510616,515897,,30137793,2709867,3345,2252153,820,3419732,-27213,1691678,-47834
216,20220716,2364,3377,1315,471,,28267,2795500,3180789,1511931,516368,,30166060,2722889,13022,2254619,2466,3395695,-24037,1741280,49602
217,20220717,2434,3359,1313,530,,30859,2797934,3184148,1513244,516898,,30196919,2712714,-10175,2254675,56,3399814,4119,1741613,333
218,20220718,2522,3587,1323,485,,30946,2800456,3187735,1514567,517383,,30227865,2718890,6176,2257208,2533,3429158,29344,1732621,-8992
219,20220719,2242,3536,1321,501,,29080,2802698,3191271,1515888,517884,,30256945,2725484,6594,2257791,583,3455535,26377,1718802,-13819
220,20220720,2244,3147,1170,484,,27581,2804942,3194418,1517058,518368,,30284526,2726879,1395,2259960,2169,3458505,2970,1705578,-13224
221,20220721,697,1153,505,123,,14535,2805639,3195571,1517563,518491,,30299061,2727067,188,2260847,887,3453970,-4535,1692251,-13327
222,20220722,847,1039,539,119,,5663,2806486,3196610,1518102,518610,,30304724,2728605,1538,2262571,1724,3426774,-27196,1644837,-47414
223,20220723,2449,3674,1330,481,,31236,2808935,3200284,1519432,519091,,30335960,2736988,8383,2264982,2411,3401028,-25746,1695876,51039
224,20220724,2485,3550,1345,519,,31530,2811420,3203834,1520777,519610,,30367490,2733142,-3846,2267371,2389,3410426,9398,1696032,156
225,20220725,2434,3485,1304,468,,29585,2813854,3207319,1522081,520078,,30397075,2735350,2208,2271271,3900,3432589,22163,1689552,-6480
226,20220726,2285,3528,1309,486,,31521,2816139,3210847,1523390,520564,,30428596,2744220,8870,2273002,1731,3463185,30596,1677408,-12144
227,20220727,2011,3111,1162,501,,27660,2818150,3213958,1524552,521065,,30456256,2744217,-3,2276011,3009,3465326,2141,1665116,-12292
228,20220728,777,1066,500,89,,11914,2818927,3215024,1525052,521154,,30468170,2738419,-5798,2276886,875,3465358,32,1653311,-11805
229,20220729,755,1013,515,99,,9660,2819682,3216037,1525567,521253,,30477830,2739916,1497,2277471,585,3440367,-24991,1611356,-41955
230,20220730,2182,3534,1326,514,,29616,2821864,3219571,1526893,521767,,30507446,2762748,22832,2281784,4313,3415596,-24771,1659203,47847
231,20220731,2552,3675,1367,476,,29195,2824416,3223246,1528260,522243,,30536641,2755411,-7337,2281821,37,3418711,3115,1663300,4097
232,20220801,2383,3470,1351,418,,32604,2826799,3226716,1529611,522661,,30569245,2791009,35598,2287446,5625,3441801,23090,1664704,1404
233,20220802,2147,3570,1399,561,,36012,2828946,3230286,1531010,523222,,30605257,2799545,8536,2290235,2789,3475955,34154,1664808,104
234,20220803,2058,3306,1192,476,,28478,2831004,3233592,1532202,523698,,30633735,2799347,-198,2289086,-1149,3478484,2529,1663890,-918
235,20220804,709,1181,498,121,,28989,2831713,3234773,1532700,523819,,30662724,2756980,-42367,2290088,1002,3488086,9602,1660282,-3608
236,20220805,701,840,456,90,,4953,2832414,3235613,1533156,523909,,30667677,2758314,1334,2290811,723,3467404,-20682,1622065,-38217
237,20220806,1957,3042,1241,450,,27356,2834371,3238655,1534397,524359,,30695033,2775577,17263,2293840,3029,3433179,-34225,1671041,48976
238,20220807,2281,3197,1264,431,,29175,2836652,3241852,1535661,524790,,30724208,2782259,6682,2297728,3888,3436753,3574,1671550,509
239,20220808,2348,3468,1305,485,,29919,2839000,3245320,1536966,525275,,30754127,2784107,1848,2300739,3011,3455039,18286,1671766,216
240,20220809,2320,3701,1328,471,,29033,2841320,3249021,1538294,525746,,30783160,2777096,-7011,2302888,2149,3483694,28655,1677988,6222
241,20220810,2025,3231,1171,425,,26772,2843345,3252252,1539465,526171,,30809932,2778026,930,2305863,2975,3483880,186,1678287,299
242,20220811,726,756,472,106,,11601,2844071,3253008,1539937,526277,,30821533,2780987,2961,2306807,944,3485369,1489,1678555,268
243,20220812,780,859,461,87,,6613,2844851,3253867,1540398,526364,,30828146,2784060,3073,2307582,775,3463428,-21941,1662612,-15943
244,20220813,2288,3586,1287,466,,27859,2847139,3257453,1541685,526830,,30856005,2788011,3951,2310534,2952,3440011,-23417,1713652,51040
245,20220814,2091,3265,1236,434,,28163,2849230,3260718,1542921,527264,,30884168,2787701,-310,2313313,2779,3442574,2563,1759733,46081
246,20220815,2164,3517,1322,511,,30255,2851394,3264235,1544243,527775,,30914423,2790495,2794,2316187,2874,3461574,19000,1808421,48688
247,20220816,2346,3672,1339,471,,29618,2853740,3267907,1545582,528246,,30944041,2796993,6498,2316236,49,3489743,28169,1834240,25819
248,20220817,1927,3092,1197,454,,27428,2855667,3270999,1546779,528700,,30971469,2796571,-422,2316709,473,3492518,2775,1856334,22094
249,20220818,748,1078,532,123,,10405,2856415,3272077,1547311,528823,,30981874,2798254,1683,2317624,915,3496673,4155,1856667,333
250,20220819,744,929,523,87,,8217,2857159,3273006,1547834,528910,,30990091,2801437,3183,2318441,817,3472508,-24165,1843565,-13102
251,20220820,2214,3455,1261,469,,27267,2859373,3276461,1549095,529379,,31017358,2809238,7801,2320756,2315,3452916,-19592,1895134,51569
252,20220821,2558,3728,1348,488,,30241,2861931,3280189,1550443,529867,,31047599,2805831,-3407,2321334,578,3468911,15995,1946539,51405
253,20220822,2454,3576,1351,508,,33143,2864385,3283765,1551794,530375,,31080742,2806007,176,2323534,2200,3494667,25756,1956080,9541
254,20220823,2271,3768,1304,474,,25161,2866656,3287533,1553098,530849,,31105903,2812290,6283,2325280,1746,3521902,27235,1960120,4040
255,20220824,2046,3270,1224,525,,28731,2868702,3290803,1554322,531374,,31134634,2814306,2016,2327472,2192,3551521,29619,1962181,2061
256,20220825,756,1159,496,110,,10121,2869458,3291962,1554818,531484,,31144755,2813898,-408,2328282,810,3553559,2038,1962278,97
257,20220826,712,1111,529,107,,8290,2870170,3293073,1555347,531591,,31153045,2819904,6006,2329602,1320,3555582,2023,1927038,-35240
258,20220827,2485,3569,1314,454,,28521,2872655,3296642,1556661,532045,,31181566,2840389,20485,2334230,4628,3562562,6980,1975415,48377
259,20220828,2147,3367,1344,466,,37012,2874802,3300009,1558005,532511,,31218578,2845405,5016,2334269,39,3579728,17166,1985506,10091
260,20220901,2205,3261,1357,496,,31700,2877007,3303270,1559362,533007,,31250278,2866257,20852,2332743,-1526,3610077,30349,1989162,3656
261,20220902,2120,3235,1266,468,,33663,2879127,3306505,1560628,533475,,31283941,2849042,-17215,2339774,7031,3638457,28380,1990883,1721
262,20220903,1892,3060,1134,285,,23959,2881019,3309565,1561762,533760,,31307900,2850671,1629,2341842,2068,3658615,20158,1991262,379
263,20220904,628,937,476,126,,14238,2881647,3310502,1562238,533886,,31322138,2840325,-10346,2342686,844,3663467,4852,1985596,-5666
264,20220905,814,993,499,123,,5964,2882461,3311495,1562737,534009,,31328102,2843300,2975,2343444,758,3642440,-21027,1946219,-39377
265,20220906,2377,3304,1301,478,,43492,2884838,3314799,1564038,534487,,31371594,2856262,12962,2345779,2335,3620922,-21518,1996673,50454
266,20220907,2020,3611,1300,465,,29881,2886858,3318410,1565338,534952,,31401475,2850071,-6191,2345815,36,3624216,3294,2000460,3787
267,20220908,2075,3707,1329,490,,28416,2888933,3322117,1566667,535442,,31429891,2850038,-33,2345977,162,3644568,20352,2005491,5031
268,20220909,2154,3507,1250,473,,27713,2891087,3325624,1567917,535915,,31457604,2850481,443,2347347,1370,3670566,25998,2010224,4733
269,20220910,2203,3187,1137,419,,25951,2893290,3328811,1569054,536334,,31483555,2853506,3025,2349799,2452,3674023,3457,2010505,281
270,20220911,739,933,478,119,,8818,2894029,3329744,1569532,536453,,31492373,2850040,-3466,2350666,867,3677045,3022,2008416,-2089
271,20220912,664,913,460,97,,8407,2894693,3330657,1569992,536550,,31500780,2853363,3323,2351446,780,3648044,-29001,1969939,-38477
272,20220913,2305,3538,1325,429,,27431,2896998,3334195,1571317,536979,,31528211,2862648,9285,2353906,2460,3631063,-16981,2018083,48144
273,20220914,2159,3604,1196,463,,30353,2899157,3337799,1572513,537442,,31558564,2863245,597,2353950,44,3635746,4683,2018306,223
274,20220915,2400,3549,1306,502,,29485,2901557,3341348,1573819,537944,,31588049,2865927,2682,2356463,2513,3659822,24076,2020316,2010
275,20220916,2312,3448,1242,441,,27085,2903869,3344796,1575061,538385,,31615134,2870062,4135,2358225,1762,3681281,21459,2021360,1044
276,20220917,2035,3042,1123,454,,25828,2905904,3347838,1576184,538839,,31640962,2870965,903,2360337,2112,3684786,3505,2021631,271
277,20220918,744,958,469,95,,13844,2906648,3348796,1576653,538934,,31654806,2869098,-1867,2361254,917,3682832,-1954,2018644,-2987
278,20220919,603,785,435,93,,5288,2907251,3349581,1577088,539027,,31660094,2872270,3172,2362010,756,3655410,-27422,1980361,-38283
279,20220920,2387,3333,1265,432,,28856,2909638,3352914,1578353,539459,,31688950,2880989,8719,2364399,2389,3632101,-23309,2025946,45585
280,20220921,2245,3537,1344,447,,30215,2911883,3356451,1579697,539906,,31719165,2877436,-3553,2364441,42,3633162,1061,2028123,2177
281,20220922,2175,3574,1248,514,,29020,2914058,3360025,1580945,540420,,31748185,2878663,1227,2366231,1790,3657285,24123,2029017,894
282,20220923,2596,3641,1353,448,,28538,2916654,3363666,1582298,540868,,31776723,2884486,5823,2368091,1860,3685561,28276,2032464,3447
283,20220924,1878,2944,1208,456,,27385,2918532,3366610,1583506,541324,,31804108,2885433,947,2370385,2294,3685855,294,2032767,303
284,20220925,672,884,492,89,,10505,2919204,3367494,1583998,541413,,31814613,2885803,370,2371221,836,3686823,968,2024990,-7777
285,20220926,670,924,472,92,,9965,2919874,3368418,1584470,541505,,31824578,2889376,3573,2372058,837,3656039,-30784,1984086,-40904
286,20220927,2425,3448,1276,463,,31373,2922299,3371866,1585746,541968,,31855951,2897844,8468,2374704,2646,3634765,-21274,2031756,47670
287,20220928,2279,3534,1347,512,,27468,2924578,3375400,1587093,542480,,31883419,2902524,4680,2380234,5530,3639331,4566,2033570,1814
288,20220929,2249,3743,1356,519,,32155,2926827,3379143,1588449,542999,,31915574,2902630,106,2382569,2335,3664577,25246,2037692,4122
289,20220930,2176,3632,1342,503,,28789,2929003,3382775,1589791,543502,,31944363,2922200,19570,2386588,4019,3688996,24419,2039848,2156
290,20220930,2019,2947,1104,445,,26813,2931022,3385722,1590895,543947,,31971176,2917881,-4319,2392288,5700,3689111,115,2040096,248
291,20221001,769,1005,483,136,,10036,2931791,3386727,1591378,544083,,31981212,2903303,-14578,2392313,25,3687739,-1372,2030064,-10032
292,20221002,627,981,512,93,,8575,2932418,3387708,1591890,544176,,31989787,2906863,3560,2399470,7157,3663713,-24026,1993410,-36654
293,20221003,2210,3122,1191,463,,28158,2934628,3390830,1593081,544639,,32017945,2949992,43129,2403018,3548,3639072,-24641,2038117,44707
294,20221004,1896,3238,1195,460,,33230,2936524,3394068,1594276,545099,,32051175,2941396,-8596,2405556,2538,3639068,-4,2038473,356
295,20221005,2443,3484,1244,479,,29125,2938967,3397552,1595520,545578,,32080300,2939933,-1463,2407727,2171,3648865,9797,2038518,45
296,20221006,2011,2967,1144,454,,35243,2940978,3400519,1596664,546032,,32115543,2916176,-23757,2407765,38,3682080,33215,2038888,370
297,20221007,666,956,482,105,,9368,2941644,3401475,1597146,546137,,32124911,2916371,195,2406136,-1629,3684796,2716,2031509,-7379
298,20221008,474,676,382,64,,6354,2942118,3402151,1597528,546201,,32131265,2917291,920,2406888,752,3658765,-26031,1985729,-45780
299,20221009,428,537,366,34,,6188,2942546,3402688,1597894,546235,,32137453,2920235,2944,2407583,695,3638466,-20299,1942623,-43106
300,20221010,627,830,455,80,,7440,2943173,3403518,1598349,546315,,32144893,2919818,-417,2408451,868,3609836,-28630,1936719,-5904
301,20221011,1884,2875,1168,396,,25555,2945057,3406393,1599517,546711,,32170448,2928832,9014,2408900,449,3589656,-20180,1936153,-566
302,20221012,2165,3313,1277,471,,30271,2947222,3409706,1600794,547182,,32200719,2928357,-475,2411187,2287,3614174,24518,1931090,-5063
303,20221013,2097,3679,1263,429,,27540,2949319,3413385,1602057,547611,,32228259,2933347,4990,2413856,2669,3637811,23637,1927985,-3105
304,20221014,2194,3169,1239,416,,26368,2951513,3416554,1603296,548027,,32254627,2933290,-57,2418002,4146,3639509,1698,1926761,-1224
305,20221015,726,1021,488,75,,9726,2952239,3417575,1603784,548102,,32264353,2935041,1751,2418910,908,3637913,-1596,1923593,-3168
306,20221016,529,686,427,51,,6428,2952768,3418261,1604211,548153,,32270781,2938254,3213,2420696,1786,3615916,-21997,1885080,-38513
307,20221017,2114,3431,1263,439,,26236,2954882,3421692,1605474,548592,,32297017,2948819,10565,2423067,2371,3591397,-24519,1931646,46566
308,20221018,2452,3735,1354,443,,30585,2957334,3425427,1606828,549035,,32327602,2946439,-2380,2423111,44,3595080,3683,1934717,3071
309,20221019,2272,3517,1269,481,,28965,2959606,3428944,1608097,549516,,32356567,2946835,396,2424117,1006,3618402,23322,1935125,408
310,20221020,2338,3392,1234,409,,29711,2961944,3432336,1609331,549925,,32386278,2950231,3396,2426000,1883,3641527,23125,1934800,-325
311,20221021,1968,3133,1152,437,,26075,2963912,3435469,1610483,550362,,32412353,2950897,666,2427137,1137,3641755,228,1932036,-2764
312,20221022,608,960,460,80,,9116,2964520,3436429,1610943,550442,,32421469,2951772,875,2428920,1783,3642031,276,1926602,-5434
313,20221023,741,870,517,103,,8523,2965261,3437299,1611460,550545,,32429992,2955027,3255,2430457,1537,3617123,-24908,1887476,-39126
314,20221024,2937,3664,1519,413,,27235,2968198,3440963,1612979,550958,,32457227,2964549,9522,2434760,4303,3598171,-18952,1935183,47707
315,20221025,2794,3872,1447,502,,33073,2970992,3444835,1614426,551460,,32490300,2972723,8174,2434801,41,3601869,3698,1937128,1945
316,20221026,2454,3953,1357,511,,31914,2973446,3448788,1615783,551971,,32522214,2975416,2693,2436214,1413,3628717,26848,1938786,1658
317,20221027,2167,3581,1340,524,,28678,2975613,3452369,1617123,552495,,32550892,2981487,6071,2437348,1134,3654286,25569,1939083,297
318,20221028,1907,3297,1164,504,,29338,2977520,3455666,1618287,552999,,32580230,2980868,-619,2439846,2498,3658931,4645,1936527,-2556
319,20221029,268,278,181,36,,7414,2977788,3455944,1618468,553035,,32587644,2976476,-4392,2442658,2812,3659427,496,1931222,-5305
320,20221030,540,741,412,76,,8464,2978328,3456685,1618880,553111,,32596108,2980835,4359,2443408,750,3631419,-28008,1885109,-46113
321,20221101,853,1070,546,114,,9033,2979181,3457755,1619426,553225,,32605141,2980932,97,2443413,5,3604280,-27139,1886976,1867
322,20221102,2272,3298,1257,451,,29286,2981453,3461053,1620683,553676,,32634427,3015923,34991,2446377,2964,3585541,-18739,1887261,285
323,20221103,2381,3306,1249,470,,31832,2983834,3464359,1621932,554146,,32666259,3014759,-1164,2445665,-712,3609904,24363,1885542,-1719
324,20221104,2657,3625,1379,538,,35055,2986491,3467984,1623311,554684,,32701314,2981805,-32954,2448005,2340,3642270,32366,1882459,-3083
325,20221105,2141,3118,1175,427,,27634,2988632,3471102,1624486,555111,,32728948,2988458,6653,2450935,2930,3643625,1355,1882710,251
326,20221106,656,892,458,74,,19580,2989288,3471994,1624944,555185,,32748528,2991760,3302,2451756,821,3631066,-12559,1874920,-7790
327,20221107,573,759,445,69,,7273,2989861,3472753,1625389,555254,,32755801,2994678,2918,2452480,724,3615958,-15108,1835719,-39201
328,20221108,842,1119,533,120,,9337,2990703,3473872,1625922,555374,,32765138,2996706,2028,2453429,949,3591823,-24135,1838158,2439
329,20221109,2288,3222,1196,451,,28897,2992991,3477094,1627118,555825,,32794035,2993109,-3597,2453471,42,3575704,-16119,1838692,534
330,20221110,2506,3839,1283,458,,30937,2995497,3480933,1628401,556283,,32824972,3000488,7379,2455845,2374,3602236,26532,1842580,3888
331,20221111,2661,3838,1364,511,,29204,2998158,3484771,1629765,556794,,32854176,3008507,8019,2455903,58,3628519,26283,1843194,614
332,20221112,2127,3240,1195,497,,26643,3000285,3488011,1630960,557291,,32880819,3007343,-1164,2460346,4443,3632818,4299,1843626,432
333,20221113,764,944,471,99,,11105,3001049,3488955,1631431,557390,,32891924,3003173,-4170,2465971,5625,3632969,151,1835671,-7955
334,20221114,669,937,512,108,,8425,3001718,3489892,1631943,557498,,32900349,3006386,3213,2466727,756,3609203,-23766,1797218,-38453
335,20221115,2493,3678,1325,542,,29954,3004211,3493570,1633268,558040,,32930303,3014639,8253,2467616,889,3592798,-16405,1849528,52310
336,20221116,2272,3537,1341,466,,29395,3006483,3497107,1634609,558506,,32959698,3022148,7509,2469754,2138,3598305,5507,1852302,2774
337,20221117,2227,3562,1278,439,,29321,3008710,3500669,1635887,558945,,32989019,3021858,-290,2472941,3187,3618744,20439,1852946,644
338,20221118,2326,3678,1283,501,,28583,3011036,3504347,1637170,559446,,33017602,3019363,-2495,2473013,72,3647422,28678,1853242,296
339,20221119,2200,3579,1252,479,,27259,3013236,3507926,1638422,559925,,33044861,3018808,-555,2477222,4209,3649427,2005,1851299,-1943
340,20221120,772,1001,486,103,,10768,3014008,3508927,1638908,560028,,33055629,3018960,152,2478329,1107,3649922,495,1848188,-3111
341,20221121,619,780,447,76,,7620,3014627,3509707,1639355,560104,,33063249,3022019,3059,2479071,742,3625809,-24113,1809018,-39170
342,20221122,1922,3331,1246,439,,26324,3016549,3513038,1640601,560543,,33089573,3027766,5747,2481815,2744,3599977,-25832,1852198,43180
343,20221123,2256,3575,1377,482,,31259,3018805,3516613,1641978,561025,,33120832,3035177,7411,2482058,243,3605447,5470,1858843,6645
344,20221124,2294,3361,1387,488,,29274,3021099,3519974,1643365,561513,,33150106,3036591,1414,2484831,2773,3629928,24481,1861341,2498
345,20221125,2166,3292,1218,445,,27331,3023265,3523266,1644583,561958,,33177437,3035865,-726,2486826,1995,3655723,25795,1862799,1458
346,20221126,1886,3119,1145,488,,27590,3025151,3526385,1645728,562446,,33205027,3035774,-91,2489197,2371,3656015,292,1863779,980
347,20221127,601,810,452,66,,8981,3025752,3527195,1646180,562512,,33214008,3038772,2998,2490248,1051,3655280,-735,1864026,247
348,20221128,526,772,442,81,,7170,3026278,3527967,1646622,562593,,33221178,3041846,3074,2490921,673,3632812,-22468,1862689,-1337
349,20221129,658,823,480,106,,7270,3026936,3528790,1647102,562699,,33228448,3044870,3024,2491687,766,3605702,-27110,1867978,5289
350,20221130,1998,3283,1207,450,,27240,3028934,3532073,1648309,563149,,33255688,3063242,18372,2492544,857,3585718,-19984,1914046,46068
351,20221130,2423,3406,1295,503,,32060,3031357,3535479,1649604,563652,,33287748,3063731,489,2497336,4792,3611806,26088,1917558,3512
352,20221201,2221,3392,1238,486,,30099,3033578,3538871,1650842,564138,,33317847,3096300,32569,2497346,10,3637213,25407,1917949,391
353,20221202,1824,2898,1108,376,,23850,3035402,3541769,1651950,564514,,33341697,3093526,-2774,2500698,3352,3637664,451,1914712,-3237
354,20221203,636,786,461,71,,14743,3036038,3542555,1652411,564585,,33356440,3053303,-40223,2503233,2535,3639021,1357,1906268,-8444
355,20221204,688,838,449,89,,7049,3036726,3543393,1652860,564674,,33363489,3056520,3217,2504136,903,3610315,-28706,1862977,-43291
356,20221205,1907,3163,1195,418,,25448,3038633,3546556,1654055,565092,,33388937,3068926,12406,2505409,1273,3586781,-23534,1907306,44329
357,20221206,2284,3499,1275,470,,42168,3040917,3550055,1655330,565562,,33431105,3067398,-1528,2506420,1011,3618261,31480,1908868,1562
358,20221207,2061,3360,1221,436,,27870,3042978,3553415,1656551,565998,,33458975,3067077,-321,2507803,1383,3643563,25302,1909305,437
359,20221208,2266,3645,1278,481,,29432,3045244,3557060,1657829,566479,,33488407,3072889,5812,2509548,1745,3671043,27480,1907030,-2275
360,20221209,2164,3052,1147,440,,24795,3047408,3560112,1658976,566919,,33513202,3073605,716,2511810,2262,3693761,22718,1905666,-1364
361,20221210,677,832,433,82,,8781,3048085,3560944,1659409,567001,,33521983,3071699,-1906,2512769,959,3694204,443,1901870,-3796
362,20221211,638,818,419,81,,7485,3048723,3561762,1659828,567082,,33529468,3074633,2934,2514501,1732,3671676,-22528,1860450,-41420
363,20221212,1851,3042,1269,444,,28271,3050574,3564804,1661097,567526,,33557739,3086716,12083,2516802,2301,3651543,-20133,1905626,45176
364,20221213,2095,3743,1261,449,,31424,3052669,3568547,1662358,567975,,33589163,3094453,7737,2516813,11,3657198,5655,1908643,3017
365,20221214,2245,3444,1340,434,,28369,3054914,3571991,1663698,568409,,33617532,3094187,-266,2517688,875,3679163,21965,1908868,225
366,20221215,2125,3212,1229,503,,27106,3057039,3575203,1664927,568912,,33644638,3090039,-4148,2520130,2442,3705950,26787,1904326,-4542
367,20221216,1932,3240,1165,438,,27584,3058971,3578443,1666092,569350,,33672222,3092140,2101,2522251,2121,3708919,2969,1896737,-7589
368,20221217,682,926,485,106,,13316,3059653,3579369,1666577,569456,,33685538,3092974,834,2523104,853,3711409,2490,1889802,-6935
369,20221218,603,753,459,88,,7309,3060256,3580122,1667036,569544,,33692847,3094345,1371,2524015,911,3686207,-25202,1850844,-38958
370,20221219,2192,3336,1286,464,,30016,3062448,3583458,1668322,570008,,33722863,3104207,9862,2526412,2397,3664024,-22183,1900857,50013
371,20221220,2290,3677,1388,535,,26103,3064738,3587135,1669710,570543,,33748966,3096315,-7892,2526453,41,3672834,8810,1948139,47282
372,20221221,2091,3557,1266,447,,29615,3066829,3590692,1670976,570990,,33778581,3098448,2133,2527650,1197,3697768,24934,1950273,2134
373,20221222,1987,3452,1251,510,,29597,3068816,3594144,1672227,571500,,33808178,3099127,679,2529884,2234,3724732,26964,1952327,2054
374,20221223,1858,2897,1085,476,,25897,3070674,3597041,1673312,571976,,33834075,3099811,684,2531985,2101,3727708,2976,1952548,221
375,20221224,623,909,466,98,,12177,3071297,3597950,1673778,572074,,33846252,3095232,-4579,2532916,931,3728630,922,1942328,-10220
376,20221225,575,783,444,98,,7435,3071872,3598733,1674222,572172,,33853687,3096514,1282,2533592,676,3700556,-28074,1902491,-39837
377,20221226,2080,3458,1203,421,,27351,3073952,3602191,1675425,572593,,33881038,3109666,13152,2536542,2950,3674177,-26379,1948931,46440
378,20221227,2217,3512,1295,503,,24903,3076169,3605703,1676720,573096,,33905941,3104565,-5101,2541054,4512,3676739,2562,1996364,47433
379,20221228,2099,3639,1280,490,,30871,3078268,3609342,1678000,573586,,33936812,3110720,6155,2543962,2908,3702469,25730,1998373,2009
380,20221229,2187,3701,1277,532,,32661,3080455,3613043,1679277,574118,,33969473,3132180,21460,2548586,4624,3731345,28876,1998619,246
381,20221230,1944,3035,1215,486,,25654,3082399,3616078,1680492,574604,,33995127,3129269,-2911,2552077,3491,3754547,23202,1991552,-7067
382,20230101,679,914,469,100,,9002,3083078,3616992,1680961,574704,,34004129,3120397,-8872,2552138,61,3757974,3427,1981851,-9701
383,20230102,628,851,484,107,,9522,3083706,3617843,1681445,574811,,34013651,3134195,13798,2556182,4044,3731231,-26743,1940011,-41840
384,20230103,2058,3337,1232,486,,33555,3085764,3621180,1682677,575297,,34047206,3158719,24524,2559377,3195,3711335,-19896,1985482,45471
385,20230104,2396,3711,1290,481,,29978,3088160,3624891,1683967,575778,,34077184,3134366,-24353,2559418,41,3715710,4375,1986146,664
386,20230105,2504,3879,1318,494,,31287,3090664,3628770,1685285,576272,,34108471,3137099,2733,2558247,-1171,3734498,18788,1985122,-1024
387,20230106,2039,3636,1257,341,,23588,3092703,3632406,1686542,576613,,34132059,3134958,-2141,2559979,1732,3756457,21959,1985571,449
388,20230107,1840,3119,1147,589,,44851,3094543,3635525,1687689,577202,,34176910,3136551,1593,2561641,1662,3791104,34647,1984788,-783
389,20230108,687,879,468,104,,10011,3095230,3636404,1688157,577306,,34186921,3137995,1444,2562977,1336,3796618,5514,1977372,-7416
390,20230109,654,940,498,95,,7292,3095884,3637344,1688655,577401,,34194213,3139469,1474,2563776,799,3770410,-26208,1932993,-44379
391,20230110,2207,3420,1275,465,,28697,3098091,3640764,1689930,577866,,34222910,3151046,11577,2567559,3783,3745743,-24667,1981936,48943
392,20230111,2304,3427,1276,463,,28426,3100395,3644191,1691206,578329,,34251336,3146401,-4645,2567851,292,3747899,2156,1983280,1344
393,20230112,1981,3374,1225,453,,23618,3102376,3647565,1692431,578782,,34274954,3149060,2659,2570518,2667,3765977,18078,1983733,453
394,20230113,2170,3407,1199,462,,27027,3104546,3650972,1693630,579244,,34301981,3156132,7072,2572637,2119,3789329,23352,1978865,-4868
395,20230114,2028,3169,1183,474,,28618,3106574,3654141,1694813,579718,,34330599,3157068,936,2574722,2085,3793207,3878,1975503,-3362
396,20230115,873,1104,515,124,,15149,3107447,3655245,1695328,579842,,34345748,3157572,504,2575617,895,3792900,-307,1968609,-6894
397,20230116,638,843,476,88,,4542,3108085,3656088,1695804,579930,,34350290,3161170,3598,2577061,1444,3769364,-23536,1928160,-40449
398,20230117,1983,3345,1283,442,,30801,3110068,3659433,1697087,580372,,34381091,3175136,13966,2579797,2736,3747099,-22265,1974259,46099
399,20230118,2382,3771,1321,480,,27095,3112450,3663204,1698408,580852,,34408186,3164868,-10268,2579842,45,3750158,3059,2021661,47402
400,20230119,2012,3594,1303,551,,30586,3114462,3666798,1699711,581403,,34438772,3166149,1281,2582220,2378,3775833,25675,2022818,1157
401,20230120,2138,3571,1268,468,,27026,3116600,3670369,1700979,581871,,34465798,3170463,4314,2585082,2862,3800512,24679,2023250,432
402,20230121,1913,3013,1192,514,,27705,3118513,3673382,1702171,582385,,34493503,3172821,2358,2587302,2220,3803894,3382,2023481,231
403,20230122,642,951,475,88,,15948,3119155,3674333,1702646,582473,,34509451,3164054,-8767,2588350,1048,3810397,6503,2018643,-4838
404,20230123,609,841,433,72,,3967,3119764,3675174,1703079,582545,,34513418,3167378,3324,2589127,777,3782753,-27644,1981787,-36856
405,20230124,2052,3409,1243,456,,30180,3121816,3678583,1704322,583001,,34543598,3175994,8616,2591892,2765,3758650,-24103,2028540,46753
